temperature,humidity,wind_speed,rainfall_7d,consecutive_dry_days,soil_moisture,land_type,month,risk_score,risk_level,fire_occurred
28.1,75.3,6.9,27.6,2,91.6,0,3,0.188,Low,0
28.0,80.4,21.5,18.2,3,89.0,0,10,0.13,Low,0
28.6,79.4,2.9,7.0,1,94.3,1,5,0.26,Low,0
24.8,76.9,3.1,22.8,0,94.9,0,12,0.041,Low,0
25.2,90.4,4.6,1.8,13,62.6,1,2,0.287,Low,0
25.8,84.9,8.4,0.5,18,50.4,0,2,0.471,Medium,1
38.0,52.4,3.4,6.1,2,95.0,1,9,0.78,Critical,1
35.2,59.0,10.0,0.0,12,70.1,1,9,0.967,Critical,0
28.3,79.3,0.5,1.3,14,61.7,0,2,0.28,Low,0
32.6,54.4,17.1,0.0,24,38.8,1,9,1.0,Critical,1
32.5,29.2,2.0,0.0,8,78.8,0,8,0.67,High,1
28.3,83.0,5.5,4.7,2,91.6,0,11,0.191,Low,0
27.3,61.8,4.3,6.0,0,95.0,1,4,0.074,Low,0
32.2,39.3,10.6,0.0,5,86.1,0,9,0.613,High,1
28.5,72.2,2.1,31.4,1,94.2,1,2,0.03,Low,0
28.7,78.6,12.8,6.6,3,89.3,1,1,0.169,Low,0
27.4,95.0,23.6,20.9,2,91.2,0,4,0.065,Low,0
28.3,52.4,4.1,0.0,17,54.2,0,8,0.631,High,1
27.4,73.0,2.5,3.9,0,95.0,1,4,0.144,Low,0
29.9,66.3,4.5,1.2,11,69.9,0,10,0.339,Low,0
32.1,65.2,19.6,0.0,21,46.0,0,8,0.671,High,1
27.7,76.0,2.8,4.2,2,91.3,0,11,0.081,Low,0
25.4,87.3,2.7,2.6,2,90.2,0,3,0.07,Low,0
28.2,78.2,5.4,23.7,0,95.0,1,3,0.174,Low,0
32.0,30.3,12.6,0.0,8,78.5,0,9,0.762,Critical,0
28.5,88.5,3.5,8.0,1,94.3,0,5,0.106,Low,1
24.0,81.6,7.9,4.5,3,87.0,0,11,0.025,Low,0
30.0,76.8,3.1,80.4,0,95.0,1,4,0.062,Low,0
33.4,44.9,10.2,0.0,23,41.7,0,8,0.798,Critical,1
30.8,44.2,15.8,4.1,3,90.4,0,8,0.52,Medium,0
29.3,92.6,20.5,31.3,4,87.1,0,3,0.243,Low,0
26.4,73.9,7.8,21.0,4,85.7,0,1,0.0,Low,0
32.8,55.1,12.8,0.0,17,56.4,1,6,0.953,Critical,1
26.8,77.1,11.8,5.4,1,93.4,0,2,0.078,Low,1
34.4,47.1,14.8,0.0,9,77.2,0,6,0.627,High,1
27.3,72.0,9.7,3.5,2,91.1,1,11,0.096,Low,0
28.3,81.0,4.1,16.1,2,91.6,1,5,0.178,Low,0
30.5,32.3,14.3,0.0,18,52.8,0,9,0.846,Critical,1
28.6,78.7,2.8,7.5,0,95.0,0,2,0.075,Low,1
28.8,40.7,15.3,0.0,23,39.4,1,9,0.885,Critical,1
29.8,84.5,10.7,1.8,20,47.4,1,5,0.566,High,0
36.8,49.5,4.9,0.6,12,70.9,0,9,0.792,Critical,1
29.1,53.0,15.4,0.0,23,39.5,1,6,0.877,Critical,1
24.0,75.4,4.5,32.5,1,92.0,1,4,0.026,Low,0
33.7,50.3,6.9,0.0,20,49.4,0,7,0.788,Critical,1
24.0,73.5,17.3,0.2,15,57.0,0,11,0.212,Low,0
33.1,52.5,1.3,2.5,2,94.0,0,6,0.627,High,1
26.3,84.4,0.9,12.7,4,85.6,0,4,0.0,Low,0
24.7,70.2,16.9,14.1,2,89.9,1,10,0.045,Low,0
31.4,49.8,4.3,0.0,20,48.2,1,6,1.0,Critical,1
29.5,74.2,18.5,100.0,0,95.0,1,12,0.307,Low,1
28.8,49.7,4.6,0.0,24,36.9,0,7,0.58,High,1
33.7,31.9,1.1,0.0,19,51.9,1,6,1.0,Critical,1
28.2,84.2,10.1,34.4,0,95.0,1,5,0.225,Low,0
25.9,75.6,3.9,2.0,0,95.0,0,2,0.064,Low,1
27.8,65.6,16.0,15.6,3,88.9,0,12,0.095,Low,0
27.4,73.3,9.9,4.3,0,95.0,0,11,0.0,Low,0
24.9,80.4,9.2,4.3,2,89.9,1,11,0.025,Low,1
27.0,78.5,19.2,51.7,4,86.0,1,10,0.198,Low,0
25.3,72.6,11.3,6.4,0,95.0,0,4,0.094,Low,0
27.3,80.9,15.8,3.0,1,93.7,1,11,0.0,Low,0
25.3,90.5,7.0,38.3,2,90.2,0,3,0.028,Low,0
26.1,78.0,3.9,30.6,2,90.6,1,11,0.038,Low,1
26.1,78.7,8.7,4.8,4,85.5,0,1,0.0,Low,0
31.2,73.1,14.0,0.0,9,75.6,0,8,0.481,Medium,0
27.2,76.8,13.4,7.2,2,91.1,0,10,0.044,Low,0
30.3,70.6,11.6,7.9,3,90.1,0,1,0.256,Low,0
26.4,91.9,4.9,16.1,1,93.2,0,5,0.0,Low,0
27.4,77.5,2.2,43.2,3,88.7,0,1,0.058,Low,0
24.0,74.0,3.8,39.1,1,92.0,0,5,0.0,Low,0
26.6,75.7,9.1,25.9,2,90.8,0,10,0.02,Low,1
24.0,70.3,5.1,32.1,1,92.0,0,4,0.075,Low,0
28.4,76.4,20.6,10.5,1,94.2,0,11,0.147,Low,0
26.2,64.5,45.0,7.3,0,95.0,0,3,0.261,Low,0
29.2,73.5,15.8,25.7,3,89.6,0,12,0.06,Low,0
30.3,70.7,9.9,0.0,19,50.1,0,6,0.533,Medium,1
29.1,91.5,1.3,4.4,4,87.1,1,4,0.261,Low,0
37.6,57.9,12.2,5.7,2,95.0,0,8,0.447,Medium,0
29.6,68.4,4.9,6.8,3,89.8,0,1,0.247,Low,0
25.9,82.2,11.1,7.9,4,85.4,0,10,0.106,Low,0
29.8,73.4,10.1,0.3,22,42.4,0,9,0.461,Medium,0
26.4,57.5,21.6,0.0,18,50.7,1,6,0.666,High,1
26.9,86.4,10.2,17.5,3,88.4,0,1,0.015,Low,0
25.2,88.4,1.8,11.6,0,95.0,0,4,0.0,Low,0
24.9,77.4,20.3,14.7,2,89.9,1,5,0.039,Low,0
29.0,95.0,12.0,3.5,3,89.5,1,2,0.183,Low,0
28.2,74.9,6.3,68.6,4,86.6,0,1,0.097,Low,0
32.9,40.5,2.5,0.0,18,53.9,1,8,1.0,Critical,1
24.0,80.5,4.0,6.6,1,92.0,1,2,0.074,Low,0
25.3,66.9,10.1,22.2,2,90.1,0,10,0.022,Low,0
24.0,84.7,12.3,1.8,10,69.5,0,4,0.163,Low,0
24.9,72.7,32.4,36.3,2,89.9,0,3,0.137,Low,0
26.7,83.6,11.4,16.2,3,88.3,1,2,0.032,Low,0
29.8,76.6,3.6,17.3,1,94.9,1,10,0.164,Low,0
25.8,76.3,12.3,6.5,2,90.4,1,10,0.126,Low,0
33.9,41.3,5.5,7.4,2,94.5,1,7,0.746,High,1
24.8,68.3,12.9,15.3,2,89.9,0,2,0.093,Low,0
33.1,39.0,8.5,0.6,7,81.5,0,7,0.811,Critical,0
26.0,80.4,40.3,4.5,1,93.0,0,12,0.1,Low,0
26.4,69.5,8.5,65.9,4,85.7,0,4,0.067,Low,0
29.2,55.2,14.8,0.0,24,37.1,1,6,0.786,Critical,1
27.6,80.5,11.1,3.5,3,88.8,0,10,0.169,Low,0
35.0,58.4,11.8,0.0,19,52.5,0,7,0.65,High,1
29.1,59.6,24.6,0.2,18,52.1,0,6,0.54,Medium,0
35.4,48.3,1.2,2.8,2,95.0,1,9,0.834,Critical,1
26.2,41.3,8.3,0.0,21,43.1,1,8,0.708,High,1
25.0,65.3,16.6,41.1,3,87.5,1,4,0.117,Low,0
34.3,57.5,4.6,0.0,9,77.1,0,9,0.644,High,1
32.8,53.0,3.9,0.0,7,81.4,0,7,0.594,High,1
25.7,73.0,2.8,2.0,17,52.9,1,10,0.348,Low,1
25.5,71.9,6.1,0.9,7,77.7,0,5,0.275,Low,0
26.7,81.5,8.7,13.5,2,90.8,0,5,0.005,Low,0
27.8,59.1,2.3,22.7,2,91.4,1,12,0.118,Low,0
28.4,90.3,17.7,13.4,0,95.0,1,4,0.188,Low,0
35.9,50.5,6.7,0.0,21,47.9,0,9,0.844,Critical,1
33.0,41.3,14.5,0.0,7,81.5,0,7,0.598,High,1
26.5,80.1,5.9,13.1,3,88.3,1,2,0.017,Low,0
31.0,64.9,4.5,3.6,4,88.0,1,7,0.35,Medium,0
28.0,81.6,18.9,41.8,0,95.0,0,5,0.228,Low,0
27.1,82.5,17.0,28.4,1,93.5,1,2,0.099,Low,0
29.1,66.8,1.9,25.4,0,95.0,0,10,0.139,Low,1
29.8,71.9,12.3,1.0,5,84.9,0,4,0.297,Low,1
26.7,84.6,1.3,29.5,1,93.4,0,2,0.0,Low,0
29.3,75.4,8.1,3.5,4,87.1,0,3,0.142,Low,0
33.1,29.4,8.5,0.0,5,86.5,0,9,0.713,High,1
25.6,40.3,14.7,0.0,15,57.8,0,9,0.496,Medium,0
31.5,84.5,10.4,100.0,3,90.7,0,3,0.179,Low,0
33.4,45.8,8.8,0.0,10,74.2,0,7,0.624,High,1
35.7,61.2,21.0,2.4,0,95.0,1,9,0.815,Critical,1
26.1,69.1,19.0,74.0,3,88.1,1,5,0.201,Low,0
29.7,68.0,3.9,0.0,17,54.8,1,6,0.742,High,0
25.9,63.8,8.1,28.0,4,85.4,1,3,0.088,Low,0
32.5,67.9,12.2,0.0,5,86.2,1,6,0.729,High,1
33.6,64.4,26.5,0.0,13,66.8,0,9,0.733,High,1
25.5,78.3,13.6,0.2,11,67.8,1,11,0.399,Medium,0
33.7,25.0,8.4,0.0,9,76.8,1,7,0.996,Critical,1
25.7,79.5,8.1,9.2,4,85.3,0,4,0.022,Low,0
30.8,40.9,6.7,0.0,16,57.9,0,9,0.657,High,0
24.5,79.1,2.5,18.5,1,92.2,1,1,0.0,Low,1
26.8,73.5,8.9,34.3,2,90.9,0,5,0.055,Low,0
28.2,84.4,1.4,2.8,1,94.1,1,10,0.315,Low,1
30.8,75.1,14.8,0.1,8,77.9,0,12,0.476,Medium,1
33.2,62.8,10.3,0.9,10,74.1,0,8,0.632,High,1
25.5,84.2,0.8,31.4,2,90.2,0,1,0.0,Low,1
27.1,85.4,5.3,13.7,0,95.0,0,2,0.002,Low,0
27.5,77.1,6.0,24.7,3,88.8,0,2,0.043,Low,0
24.0,70.2,11.1,24.9,4,84.5,0,3,0.027,Low,0
30.5,78.9,18.1,2.1,0,95.0,1,7,0.619,High,1
25.8,88.9,29.0,0.6,6,80.4,1,1,0.575,High,1
34.7,47.5,13.2,0.0,9,77.3,0,9,0.69,High,0
27.6,76.9,3.3,1.6,12,66.3,0,3,0.241,Low,0
28.4,83.5,5.1,55.0,4,86.7,1,3,0.234,Low,0
27.4,84.7,1.4,0.2,11,68.7,0,2,0.303,Low,0
26.7,60.7,13.8,26.6,1,93.4,0,1,0.087,Low,0
31.3,57.5,8.0,0.4,9,75.7,1,8,0.721,High,0
32.9,54.5,4.2,5.8,3,91.4,0,7,0.287,Low,1
30.8,79.5,10.8,3.6,4,87.9,0,3,0.298,Low,1
33.4,51.3,11.4,11.1,0,95.0,0,9,0.433,Medium,0
35.2,44.7,5.1,0.0,21,47.6,0,8,0.839,Critical,0
33.2,43.7,20.9,2.5,0,95.0,1,8,0.968,Critical,1
32.3,32.0,12.6,0.0,6,83.6,0,8,0.797,Critical,1
26.6,91.3,6.5,1.0,12,65.8,1,1,0.347,Low,0
28.6,77.7,0.7,4.9,4,86.8,0,11,0.139,Low,0
24.0,79.6,9.3,1.0,17,52.0,1,12,0.591,High,1
29.2,77.0,7.7,1.4,17,54.6,0,3,0.397,Medium,0
32.0,61.4,14.3,0.0,21,46.0,0,8,0.57,High,1
31.4,48.2,5.2,1.5,23,40.7,0,6,0.557,High,1
27.2,72.6,10.9,14.0,3,88.6,1,5,0.0,Low,0
26.7,85.7,7.4,23.9,3,88.4,0,10,0.051,Low,0
31.8,44.8,9.5,0.8,20,48.4,0,8,0.732,High,1
28.1,77.2,21.0,12.5,2,91.6,1,4,0.253,Low,1
25.0,75.0,33.8,21.9,0,95.0,0,2,0.119,Low,0
24.0,93.0,15.4,24.4,1,92.0,0,3,0.004,Low,0
28.8,77.8,14.3,22.4,2,91.9,1,11,0.124,Low,0
27.9,74.3,8.0,30.8,2,91.4,1,1,0.0,Low,0
32.1,25.0,16.2,0.0,14,63.5,1,6,1.0,Critical,1
25.1,71.0,5.2,11.1,0,95.0,1,5,0.002,Low,0
27.7,59.3,3.4,4.4,3,88.9,0,4,0.055,Low,0
25.9,88.9,22.6,1.1,6,80.5,0,5,0.17,Low,0
28.3,59.6,9.2,16.0,2,91.7,1,1,0.214,Low,0
31.8,37.0,8.2,1.8,19,50.9,0,8,0.633,High,1
27.9,82.6,9.7,22.4,4,86.5,0,1,0.0,Low,0
28.8,75.2,10.1,8.2,0,95.0,1,4,0.154,Low,0
25.3,83.6,7.7,2.2,1,92.7,0,10,0.126,Low,0
24.5,67.3,1.3,2.5,1,92.2,0,3,0.164,Low,0
27.2,78.3,7.6,25.8,0,95.0,0,2,0.031,Low,0
26.8,85.5,3.8,7.8,4,85.9,1,11,0.069,Low,0
29.4,53.7,9.1,0.0,11,69.7,0,8,0.478,Medium,0
27.0,65.2,2.6,9.0,1,93.5,0,2,0.071,Low,0
24.0,74.5,9.0,0.2,17,52.0,0,12,0.275,Low,0
32.6,63.0,7.6,0.0,14,63.8,0,8,0.552,High,0
24.2,91.8,16.0,14.3,4,84.6,1,4,0.0,Low,0
26.2,80.8,10.6,6.2,2,90.6,0,12,0.0,Low,0
27.1,78.2,4.8,2.2,4,86.0,0,2,0.065,Low,0
29.6,79.9,2.1,58.2,3,89.8,0,5,0.082,Low,0
27.7,74.6,3.9,10.1,1,93.9,1,12,0.003,Low,0
27.3,74.4,4.6,2.2,4,86.1,0,4,0.127,Low,0
25.5,76.2,4.0,19.9,4,85.3,0,12,0.127,Low,0
30.8,56.9,9.1,1.7,12,67.9,1,7,0.685,High,1
25.1,91.0,1.7,38.1,1,92.6,0,12,0.0,Low,0
30.7,36.7,18.8,0.0,7,80.4,0,8,0.723,High,0
27.6,68.5,0.4,1.8,21,43.8,1,10,0.453,Medium,1
31.9,52.0,22.5,2.7,3,90.9,1,9,0.816,Critical,1
28.3,51.8,5.2,6.5,0,95.0,0,8,0.225,Low,0
34.6,47.0,8.5,0.0,16,59.8,0,9,0.749,High,1
24.6,78.5,15.2,19.4,0,94.8,1,3,0.0,Low,0
28.3,85.9,6.0,20.5,2,91.6,0,3,0.04,Low,0
29.3,42.9,22.4,0.0,6,82.2,1,9,0.767,Critical,1
26.4,78.1,13.8,28.9,3,88.2,0,1,0.051,Low,0
24.1,76.4,4.0,36.6,0,94.5,1,5,0.0,Low,0
24.7,85.4,15.5,11.3,0,94.8,0,3,0.024,Low,0
25.2,79.7,21.6,28.0,3,87.6,0,12,0.085,Low,0
37.9,44.8,11.1,0.0,22,46.4,1,6,0.967,Critical,1
24.3,95.0,7.1,2.7,0,94.7,1,1,0.133,Low,0
35.0,56.1,5.8,0.7,24,40.0,1,9,1.0,Critical,1
25.0,57.4,4.4,0.0,23,37.5,0,8,0.361,Medium,0
26.6,71.9,9.1,16.2,3,88.3,1,2,0.0,Low,0
27.2,70.4,16.3,13.3,0,95.0,1,11,0.02,Low,0
31.5,45.0,8.1,0.0,11,70.7,0,6,0.573,High,1
25.3,61.7,11.8,3.2,1,92.6,0,10,0.036,Low,1
28.8,86.5,17.6,23.9,1,94.4,1,11,0.193,Low,0
27.2,78.2,2.2,4.4,1,93.6,0,10,0.162,Low,0
27.1,76.4,17.1,15.4,2,91.1,0,3,0.047,Low,0
31.2,82.5,2.7,9.4,0,95.0,1,6,0.266,Low,0
24.1,74.3,0.6,19.4,2,89.6,0,12,0.01,Low,0
29.2,72.5,17.6,6.7,0,95.0,0,4,0.276,Low,0
26.1,95.0,6.4,4.2,2,90.5,1,12,0.13,Low,0
29.4,45.2,3.8,0.0,14,62.2,0,8,0.524,Medium,1
27.0,75.6,9.8,1.1,15,58.5,1,11,0.256,Low,0
26.2,75.9,7.5,34.3,0,95.0,0,2,0.004,Low,0
27.1,77.3,4.0,54.0,2,91.1,0,4,0.0,Low,1
27.3,75.3,7.0,1.4,5,83.6,0,3,0.099,Low,0
26.1,75.5,21.9,28.0,1,93.1,0,10,0.124,Low,0
31.6,58.1,7.7,0.2,11,70.8,0,9,0.578,High,1
32.3,92.5,0.6,16.3,1,95.0,0,12,0.109,Low,0
29.4,48.0,28.1,0.0,18,52.2,1,9,0.939,Critical,0
27.2,56.2,14.0,3.9,1,93.6,0,6,0.197,Low,0
28.4,93.6,1.4,8.1,0,95.0,0,4,0.05,Low,0
32.7,53.9,4.6,0.0,11,71.3,0,8,0.667,High,1
30.7,43.6,2.8,0.0,8,77.9,0,9,0.666,High,0
24.0,77.8,16.2,2.6,0,94.5,0,1,0.064,Low,0
25.6,80.3,2.9,1.8,16,55.3,0,10,0.241,Low,1
24.0,82.8,13.5,3.4,2,89.5,0,1,0.068,Low,0
29.4,75.4,11.7,0.2,17,54.7,0,1,0.497,Medium,0
26.2,75.6,4.4,5.5,2,90.6,0,4,0.028,Low,0
25.0,87.8,4.9,4.4,3,87.5,0,3,0.061,Low,0
34.0,45.9,2.1,0.0,5,87.0,1,9,0.947,Critical,1
31.6,39.8,15.5,0.0,10,73.3,0,7,0.586,High,0
25.5,76.8,1.9,44.1,1,92.7,0,4,0.036,Low,0
32.0,32.0,12.7,1.2,10,73.5,0,7,0.685,High,1
36.2,61.4,7.5,5.4,4,90.6,0,8,0.351,Medium,0
27.1,90.0,8.6,14.0,0,95.0,0,12,0.0,Low,0
36.0,53.2,6.3,0.0,18,55.5,0,8,0.773,Critical,1
33.1,48.9,6.6,0.0,11,71.6,0,7,0.764,Critical,1
28.5,26.2,6.9,2.0,3,89.2,0,7,0.497,Medium,0
26.8,81.2,3.1,84.5,3,88.4,0,2,0.0,Low,0
25.0,77.1,5.1,57.9,0,95.0,0,2,0.0,Low,0
31.5,64.0,16.9,0.3,13,65.8,0,7,0.574,High,1
31.4,64.2,7.2,1.9,20,48.2,1,9,0.785,Critical,1
34.2,45.1,8.4,0.0,14,64.6,0,6,0.775,Critical,1
29.1,49.7,5.9,6.0,4,87.1,1,8,0.466,Medium,1
30.2,41.0,17.3,0.0,24,37.6,0,7,0.629,High,0
26.9,80.6,10.2,7.3,3,88.5,1,3,0.117,Low,0
26.4,75.8,11.7,36.4,4,85.7,1,11,0.014,Low,0
25.2,59.4,18.0,10.3,2,90.1,1,11,0.098,Low,0
35.6,51.0,20.8,2.2,4,90.3,0,9,0.665,High,1
29.7,63.2,6.1,0.0,17,54.8,0,7,0.457,Medium,0
31.7,41.7,2.4,0.0,7,80.9,0,8,0.647,High,0
30.0,78.8,21.3,5.4,1,95.0,0,4,0.354,Medium,0
27.0,78.0,12.6,10.3,4,86.0,0,5,0.0,Low,0
27.0,74.5,9.5,3.6,0,95.0,1,2,0.093,Low,0
30.0,91.4,9.0,48.1,0,95.0,0,5,0.195,Low,0
28.1,85.4,5.6,6.4,0,95.0,0,11,0.083,Low,0
24.0,73.0,3.9,34.8,4,84.5,1,4,0.0,Low,0
25.5,90.5,5.3,2.8,4,85.3,0,3,0.143,Low,0
27.3,80.1,5.6,17.4,0,95.0,0,1,0.054,Low,0
29.2,74.0,6.0,4.2,2,92.1,1,1,0.191,Low,0
34.5,47.7,21.0,0.0,12,69.7,0,8,0.788,Critical,1
26.0,84.0,19.4,38.9,1,93.0,0,12,0.1,Low,1
29.6,74.2,2.1,9.5,2,92.3,1,12,0.175,Low,0
25.7,81.9,8.6,23.1,0,95.0,1,2,0.0,Low,1
29.2,48.9,12.0,0.0,14,62.1,1,9,0.843,Critical,1
24.6,87.5,18.2,7.5,2,89.8,0,11,0.135,Low,0
30.2,42.8,2.0,0.0,22,42.6,0,8,0.729,High,1
24.1,70.8,4.8,2.2,0,94.5,0,10,0.101,Low,0
25.7,84.9,4.6,25.1,2,90.3,0,3,0.0,Low,0
29.0,72.5,21.5,25.7,1,94.5,0,12,0.21,Low,0
25.8,80.4,10.9,3.8,4,85.4,1,10,0.034,Low,0
27.9,69.6,10.7,0.0,18,51.5,0,2,0.358,Medium,1
32.4,41.6,1.1,2.5,4,88.7,0,9,0.444,Medium,1
32.8,34.1,12.8,0.6,9,76.4,0,7,0.725,High,0
28.9,68.9,2.5,7.3,4,87.0,0,11,0.337,Low,1
29.3,84.2,9.8,5.9,0,95.0,0,2,0.258,Low,0
27.8,79.0,6.9,35.4,4,86.4,1,12,0.0,Low,0
35.0,33.9,0.3,1.0,17,57.5,0,8,0.738,High,0
31.7,50.8,2.9,8.7,4,88.4,0,9,0.291,Low,0
28.9,73.2,6.2,31.7,0,95.0,1,3,0.123,Low,0
32.9,37.0,16.6,0.8,10,73.9,1,8,0.985,Critical,1
26.5,83.1,4.1,6.2,0,95.0,0,5,0.009,Low,0
27.8,78.8,13.8,14.5,2,91.4,1,11,0.107,Low,0
34.1,31.3,16.2,0.0,7,82.0,1,7,0.954,Critical,1
36.4,64.0,5.3,1.3,11,73.2,1,7,0.815,Critical,1
24.0,75.7,7.6,0.2,9,72.0,1,2,0.37,Medium,1
28.9,85.6,10.0,13.2,1,94.4,1,10,0.094,Low,0
29.7,67.2,16.6,19.9,1,94.8,1,4,0.35,Medium,0
32.4,77.0,11.1,32.7,0,95.0,0,1,0.27,Low,1
28.6,87.2,11.7,18.9,2,91.8,0,12,0.15,Low,1
32.0,48.2,9.1,0.0,13,66.0,0,6,0.671,High,1
26.2,74.1,12.7,4.1,0,95.0,1,1,0.076,Low,0
30.0,79.8,10.8,7.7,2,92.5,0,12,0.3,Low,0
28.1,86.2,8.9,5.6,2,91.5,0,2,0.149,Low,0
28.6,69.4,18.9,47.0,3,89.3,1,12,0.407,Medium,0
24.7,68.2,13.3,25.6,2,89.9,0,1,0.019,Low,0
24.0,81.4,3.2,7.2,3,87.0,0,4,0.031,Low,0
27.2,85.7,15.4,18.9,0,95.0,1,10,0.051,Low,0
26.4,72.7,25.8,1.3,15,58.2,0,1,0.337,Low,0
26.0,66.2,9.2,0.6,12,65.5,1,1,0.424,Medium,1
27.2,68.1,15.4,18.0,2,91.1,0,12,0.023,Low,1
33.2,59.9,5.9,10.5,0,95.0,0,9,0.336,Low,1
26.2,88.4,5.0,60.5,3,88.1,0,12,0.069,Low,0
33.8,49.8,11.7,0.0,15,61.9,0,7,0.788,Critical,1
31.2,31.2,3.0,1.3,5,85.6,0,9,0.493,Medium,1
25.0,88.2,11.4,9.6,2,90.0,0,10,0.0,Low,0
28.7,70.1,1.1,0.0,21,44.4,0,9,0.43,Medium,1
26.3,84.6,2.8,18.5,1,93.1,0,11,0.053,Low,0
31.7,33.9,2.0,4.5,4,88.4,0,8,0.451,Medium,0
34.8,64.1,6.5,2.6,0,95.0,1,7,0.707,High,0
33.8,34.3,16.3,2.3,0,95.0,1,9,0.891,Critical,0
29.1,88.6,17.7,7.6,0,95.0,1,5,0.258,Low,0
29.0,55.0,4.9,2.4,3,89.5,0,7,0.232,Low,0
27.7,74.9,11.2,38.0,1,93.9,1,12,0.0,Low,0
31.1,51.2,3.1,0.0,22,43.0,1,6,1.0,Critical,1
24.8,73.0,20.7,18.5,4,84.9,0,1,0.073,Low,0
24.0,76.9,13.7,19.0,3,87.0,1,10,0.098,Low,0
25.6,79.3,6.3,11.4,0,95.0,0,2,0.075,Low,0
29.4,65.4,6.4,5.2,0,95.0,0,6,0.107,Low,0
31.8,52.2,24.3,0.0,20,48.4,0,8,0.645,High,1
27.6,68.5,16.6,15.9,4,86.3,1,4,0.184,Low,0
31.4,62.8,18.0,1.3,12,68.2,1,8,0.744,High,1
34.2,25.6,9.5,0.0,23,42.1,0,6,0.811,Critical,1
24.2,77.6,1.5,3.6,3,87.1,0,11,0.038,Low,0
25.5,70.2,2.3,27.9,1,92.8,0,1,0.066,Low,0
31.1,35.7,9.4,1.2,17,55.6,0,7,0.768,Critical,0
27.5,70.0,9.0,11.7,0,95.0,0,11,0.0,Low,0
26.1,81.0,28.1,10.8,3,88.1,1,2,0.108,Low,0
28.3,83.4,14.6,29.9,2,91.7,0,4,0.16,Low,0
33.6,47.4,17.1,0.0,18,54.3,1,7,0.988,Critical,1
24.0,88.8,17.5,10.9,2,89.5,0,2,0.106,Low,0
26.7,78.3,21.7,5.8,4,85.8,0,4,0.124,Low,0
24.8,66.5,13.7,4.9,0,94.9,1,5,0.153,Low,0
28.1,78.6,4.9,0.9,7,79.0,0,1,0.438,Medium,1
28.1,70.3,11.7,41.3,2,91.6,1,12,0.171,Low,0
26.7,71.6,3.2,4.3,3,88.4,1,4,0.06,Low,0
33.2,25.4,23.2,1.2,10,74.1,0,7,0.862,Critical,1
29.4,74.5,5.4,28.9,0,95.0,1,10,0.221,Low,0
24.9,72.7,6.1,16.3,4,85.0,1,11,0.0,Low,1
32.1,63.0,15.1,0.0,19,51.0,1,6,0.913,Critical,1
31.1,58.0,8.6,0.0,13,65.5,1,9,0.816,Critical,1
26.5,65.2,3.3,0.9,15,58.3,0,12,0.327,Low,0
27.9,78.1,10.9,6.2,1,93.9,1,4,0.055,Low,0
28.6,74.5,13.0,2.4,1,94.3,1,2,0.363,Medium,1
27.1,66.7,5.3,21.8,0,95.0,1,4,0.05,Low,0
26.0,69.5,5.8,0.8,18,50.5,1,10,0.52,Medium,0
29.5,80.3,12.0,7.8,4,87.3,0,2,0.165,Low,0
24.2,77.1,15.1,18.8,2,89.6,0,2,0.0,Low,0
25.8,81.8,27.8,62.3,2,90.4,0,12,0.107,Low,0
31.8,64.1,7.9,8.7,0,95.0,1,1,0.433,Medium,0
29.2,91.8,8.4,23.6,0,95.0,0,11,0.195,Low,0
31.9,45.3,27.3,2.1,1,95.0,1,9,0.819,Critical,1
33.8,41.2,8.7,2.2,3,91.9,1,7,0.863,Critical,1
33.6,71.2,34.8,0.0,5,86.8,0,7,0.57,High,1
32.1,48.0,5.0,0.0,7,81.1,1,7,0.982,Critical,1
30.3,95.0,25.2,11.8,3,90.1,0,4,0.331,Low,0
25.8,69.8,6.3,7.7,3,87.9,0,12,0.05,Low,0
31.8,69.0,4.0,0.0,19,50.9,1,6,0.834,Critical,0
27.9,84.4,5.8,23.7,4,86.4,1,2,0.0,Low,1
27.8,80.1,2.2,1.1,11,68.9,0,1,0.21,Low,0
25.0,67.8,11.2,1.4,14,60.0,0,5,0.185,Low,0
31.2,55.2,4.9,0.0,5,85.6,0,8,0.428,Medium,0
34.0,54.1,9.2,0.8,14,64.5,1,8,0.971,Critical,1
28.9,53.0,4.4,0.0,21,44.5,0,6,0.702,High,1
24.0,95.0,9.6,1.1,22,39.5,0,1,0.205,Low,0
35.3,48.6,5.1,0.4,18,55.2,0,9,0.707,High,0
28.8,93.6,17.4,35.9,0,95.0,1,12,0.221,Low,0
26.2,69.9,14.8,5.5,2,90.6,1,2,0.101,Low,0
26.8,69.8,3.6,1.0,22,40.9,0,1,0.336,Low,0
26.6,75.3,15.5,10.3,3,88.3,0,5,0.002,Low,0
28.4,77.0,8.2,7.9,3,89.2,1,4,0.206,Low,0
29.1,72.7,2.0,16.4,0,95.0,0,4,0.128,Low,0
33.5,45.6,17.8,0.0,19,51.7,1,9,0.996,Critical,1
28.8,68.9,7.9,1.0,7,79.4,1,10,0.444,Medium,1
27.9,44.9,3.4,0.0,19,48.9,0,7,0.645,High,0
27.0,83.3,34.1,0.0,11,68.5,0,3,0.365,Medium,1
29.6,37.9,4.5,3.6,2,92.3,0,9,0.339,Low,0
28.2,62.5,8.7,13.1,4,86.6,1,5,0.247,Low,0
27.6,85.3,11.0,2.1,3,88.8,0,11,0.165,Low,0
32.2,46.9,23.4,0.0,5,86.1,0,6,0.614,High,1
